Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,93.6462476533034,94.7408158287516,95.6203901346888,96.3107095791176,96.9845963669304,97.9047347117016,98.706247226284,99.0688410380731,99.2902428684535,99.7900082680322,101.018259850238,100.96564733016,100.870231727519,100.902317661547,100.887270633256,100.510118469483,101.294946055585,102.0432616212,102.595062024335,102.975878585677,103.326360073965,102.92777291639,102.153958897486,101.200485082543,100.159030259816,99.0118309442354,99.6320290466377,100.231023134586,100.656496083108,100.740812582094,100.406411520766,98.7307589652135,96.5285898367748,94.0017341230592,91.3762048564238,88.7687273393836,86.5709321507136,84.5872779704028,..
Afghanistan,AFG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.6757071369395,4.7367058790183,4.74546853845559,4.69428942976376,4.57506133737971,4.37662708476797,4.46067485205849,4.51668774270834,4.53847741191281,4.51746006866165,4.44618909916464,4.47257034176662,4.50538983065458,4.54824159386695,4.60271252833935,4.67085028773974,4.68123631568331,4.67150722104197,4.64663784970848,4.61211910920513,4.57158977968561,4.52081657509502,4.47117746264254,4.42657883864917,4.38843184528878,4.35758533223916,4.42029270991472,4.47336316799143,4.5204047589956,4.56695004018496,4.61593064140117,4.64510738723287,4.67289504224471,4.69539312882778,4.70691819475529,4.70626850044646,4.74180762388334,4.7633228148784,..
Afghanistan,AFG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,88.9705405163639,90.0041099497333,90.8749215962332,91.6164201493539,92.4095350295507,93.5281076269336,94.2455723742255,94.5521532953647,94.7517654565407,95.2725481993705,96.5720707510733,96.4930769883929,96.3648418968641,96.35407606768,96.2845581049168,95.839268181743,96.6137097399017,97.3717544001576,97.948424174627,98.3637594764717,98.7547702942794,98.4069563412948,97.6827814348438,96.7739062438937,95.7705984145273,94.6542456119963,95.211736336723,95.7576599665946,96.1360913241123,96.1738625419089,95.7904808793646,94.0856515779806,91.8556947945301,89.3063409942314,86.6692866616685,84.0624588389371,81.8291245268303,79.8239551555244,..
Afghanistan,AFG,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0158998816253813,0.0608522587027287,0.118134127568762,0.20881807028053,0.30244953172372,0.452438933768698,0.532063581331937,0.620062869261023,0.642222417403469,0.712434094736566,0.758811362173521,0.929836662967983,1.07421538203442,1.27466705619395,..
Afghanistan,AFG,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3,..,..,..,..,..,..,..
Afghanistan,AFG,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.3,..,..,..,..,..,..,..
Afghanistan,AFG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
